block,feature,validation_loss,test_loss
block_2,mean_F2_bandwidth,0.8068000646652999,1.2096587078911918
block_2,mean_harmonic_difference_H1_A3,0.6266866533292664,1.0284946688583918
block_2,50th_percentile_pitch_semitone,0.48904503343833816,1.4600296701703752
block_2,mean_harmonic_difference_H1_H2,0.6552995443344116,1.1626067544732774
block_2,mean_spectral_slope_500_1500_voiced,0.6976826166113218,0.8754240253141948
block_2,cv_mfcc3,0.31377199185253296,3.180024932271668
block_2,cv_spectral_flux,0.6907055813957144,0.8269977420568466
block_2,cv_HNR,0.7795413566442827,1.4856857822409697
block_2,cv_F2,0.6771206916482361,1.1363894300801414
block_2,cv_F3_bandwidth,0.796190270671138,1.1176492444106512
block_2,loudness,0.0957558398583421,0.09476048738828727
block_2,logHNR,0.6517410736393046,1.0211836312498366
block_3,mean_F2_bandwidth,0.646569863513664,1.4444579439503806
block_3,mean_harmonic_difference_H1_A3,0.6243404678103549,1.0106389692851476
block_3,50th_percentile_pitch_semitone,0.5089102150113495,1.7075108385511808
block_3,mean_harmonic_difference_H1_H2,0.6199800272782644,1.2050732842513494
block_3,mean_spectral_slope_500_1500_voiced,0.6602808714464858,1.018898795757975
block_3,cv_mfcc3,0.294425878242624,3.239290932858629
block_3,cv_spectral_flux,0.6586412809513233,0.8512022069522313
block_3,cv_HNR,0.635816780263903,1.5299767769340957
block_3,cv_F2,0.6223746450548923,1.2039903359753745
block_3,cv_F3_bandwidth,0.7834286877402553,1.1391391796725137
block_3,loudness,0.09916122099039731,0.10365946910211019
block_3,logHNR,0.6205315319476304,1.0604565228734697
block_4,mean_F2_bandwidth,0.6667743937836753,1.3473654857703619
block_4,mean_harmonic_difference_H1_A3,0.5769938167046618,1.0809470500264848
block_4,50th_percentile_pitch_semitone,0.4421929414901469,1.6762668724570955
block_4,mean_harmonic_difference_H1_H2,0.5819432434660418,1.2212398605687278
block_4,mean_spectral_slope_500_1500_voiced,0.6454681938307153,1.0201723320143563
block_4,cv_mfcc3,0.33420130233625295,3.176525531469711
block_4,cv_spectral_flux,0.6778395169380086,0.8696994313171932
block_4,cv_HNR,0.560595274075038,1.6592921031905072
block_4,cv_F2,0.647999003805496,1.2458803525992803
block_4,cv_F3_bandwidth,0.7357561825602142,1.1942500046321325
block_4,loudness,0.08808496139115757,0.10313954071274825
block_4,logHNR,0.5668900286157926,1.1827611029148102
block_5,mean_F2_bandwidth,0.620185618047361,1.4141106946127755
block_5,mean_harmonic_difference_H1_A3,0.5983980794747671,1.0615903522287096
block_5,50th_percentile_pitch_semitone,0.45489500156017365,1.7134357712098531
block_5,mean_harmonic_difference_H1_H2,0.5803485061559412,1.3007830466542925
block_5,mean_spectral_slope_500_1500_voiced,0.6240316209969697,1.0783512379441942
block_5,cv_mfcc3,0.2318475810052068,3.312310624069401
block_5,cv_spectral_flux,0.6436621228026019,0.9028483544077192
block_5,cv_HNR,0.44769955078070917,1.7198549088622843
block_5,cv_F2,0.5949248136193664,1.3277000103678023
block_5,cv_F3_bandwidth,0.6797588437243745,1.3077865753855025
block_5,loudness,0.09743461785493074,0.1232462812747274
block_5,logHNR,0.5489355752382565,1.1489664571625846
block_6,mean_F2_bandwidth,0.6242602999684297,1.5141853604997908
block_6,mean_harmonic_difference_H1_A3,0.5527949427013044,1.1230467089584895
block_6,50th_percentile_pitch_semitone,0.461584341470842,1.6405592858791351
block_6,mean_harmonic_difference_H1_H2,0.541832505552857,1.398395938532693
block_6,mean_spectral_slope_500_1500_voiced,0.6267376463446352,1.0642321492944444
block_6,cv_mfcc3,0.3490236287729608,3.1813241676427424
block_6,cv_spectral_flux,0.6270495575887186,0.9720623067447117
block_6,cv_HNR,0.5810260299455237,1.5921912254499537
block_6,cv_F2,0.6592166280304944,1.1647197604179382
block_6,cv_F3_bandwidth,0.6638184460224928,1.3148529870169503
block_6,loudness,0.0957091015384153,0.10814874885337693
block_6,logHNR,0.5617752119346902,1.1353762788431985
block_7,mean_F2_bandwidth,0.601867779813431,1.5147078037261963
block_7,mean_harmonic_difference_H1_A3,0.5661066130355552,1.0777708036558968
block_7,50th_percentile_pitch_semitone,0.4485574408123891,1.7199183361870902
block_7,mean_harmonic_difference_H1_H2,0.5620008193784289,1.3806120710713523
block_7,mean_spectral_slope_500_1500_voiced,0.6436835491546878,1.0801186391285487
block_7,cv_mfcc3,0.2779408030522366,3.2425537030877813
block_7,cv_spectral_flux,0.6575066545219334,0.8931608412946973
block_7,cv_HNR,0.47314462289904,1.7166711305534201
block_7,cv_F2,0.6208477083731581,1.1694758449281966
block_7,cv_F3_bandwidth,0.6908695780568652,1.3244271533829826
block_7,loudness,0.09514949767401924,0.10660455003380775
block_7,logHNR,0.6026564439137777,1.0553241414683205
block_8,mean_F2_bandwidth,0.6062608644090317,1.457505694457463
block_8,mean_harmonic_difference_H1_A3,0.598579806862054,1.0522482906069075
block_8,50th_percentile_pitch_semitone,0.4613713132286513,1.6773695626429148
block_8,mean_harmonic_difference_H1_H2,0.5712643847973259,1.4002945295401983
block_8,mean_spectral_slope_500_1500_voiced,0.6519280950780268,1.0812593847513199
block_8,cv_mfcc3,0.17989842879965348,3.255028920248151
block_8,cv_spectral_flux,0.6216850782986041,1.0297386050224304
block_8,cv_HNR,0.5017956225201488,1.6664624083787203
block_8,cv_F2,0.6017277847837519,1.3013538888522558
block_8,cv_F3_bandwidth,0.6770788845088747,1.367811198745455
block_8,loudness,0.09901057987439411,0.12036198297781604
block_8,logHNR,0.5580124471474577,1.1606626638344355
