block,feature,validation_loss,test_loss
block_2,mean_F2_bandwidth,0.4928043366155841,1.5908824255069096
block_2,mean_harmonic_difference_H1_A3,0.3586339324035428,0.9658992886543274
block_2,50th_percentile_pitch_semitone,0.3758061548525637,2.364394038915634
block_2,mean_harmonic_difference_H1_H2,0.6496311642906882,1.3811403810977936
block_2,mean_spectral_slope_500_1500_voiced,0.34787409143014386,0.5910996943712234
block_2,cv_mfcc3,0.9184034505689685,0.43221111595630646
block_2,cv_spectral_flux,0.4364616958932443,0.9546822557846705
block_2,cv_HNR,1.003802857615731,0.1751425794015328
block_2,cv_F2,0.5438550385561857,1.4021372099717457
block_2,cv_F3_bandwidth,0.43481645665385504,1.1810114979743958
block_2,loudness,0.4828475469892675,2.5685413678487143
block_2,logHNR,0.2894949496469714,0.49956294397513074
block_3,mean_F2_bandwidth,0.4727933630347252,1.3855503499507904
block_3,mean_harmonic_difference_H1_A3,0.3383252349766818,1.1965477367242177
block_3,50th_percentile_pitch_semitone,0.28527658398855815,0.7657865136861801
block_3,mean_harmonic_difference_H1_H2,0.27800369838421995,1.2149667938550313
block_3,mean_spectral_slope_500_1500_voiced,0.4613439809869636,0.9168051878611246
block_3,cv_mfcc3,0.49438143927942624,1.0747308805584908
block_3,cv_spectral_flux,0.3383250189098445,1.1069974700609844
block_3,cv_HNR,0.6438823250884359,0.5487030744552612
block_3,cv_F2,0.5113343027505007,1.2797998984654744
block_3,cv_F3_bandwidth,0.36712709069252014,1.2275408705075581
block_3,loudness,0.3250094476071271,1.2306458254655201
block_3,logHNR,0.16191797153177587,0.6624403347571691
block_4,mean_F2_bandwidth,0.5164001441814683,1.5974251727263133
block_4,mean_harmonic_difference_H1_A3,0.2978433824398301,1.028442809979121
block_4,50th_percentile_pitch_semitone,0.16054744645953178,0.7770976026852926
block_4,mean_harmonic_difference_H1_H2,0.5208292454481125,1.1880791385968525
block_4,mean_spectral_slope_500_1500_voiced,0.2413857655430382,0.6816361993551254
block_4,cv_mfcc3,0.47843144478445704,1.040099690357844
block_4,cv_spectral_flux,0.3713364980437539,1.1358779271443684
block_4,cv_HNR,0.1682756905528632,0.9948482314745585
block_4,cv_F2,0.4427496350624345,1.6860908766587575
block_4,cv_F3_bandwidth,0.31666988879442215,1.1328018307685852
block_4,loudness,0.42635822346941993,1.0015926162401836
block_4,logHNR,0.1806625754318454,0.6220838030179342
block_5,mean_F2_bandwidth,0.31472484835169534,1.426452140013377
block_5,mean_harmonic_difference_H1_A3,0.249916519631039,1.0612293283144634
block_5,50th_percentile_pitch_semitone,0.1099151906303384,0.7512422204017639
block_5,mean_harmonic_difference_H1_H2,0.22695050574839115,1.4398484230041504
block_5,mean_spectral_slope_500_1500_voiced,0.20815338770096953,0.7021738986174265
block_5,cv_mfcc3,0.3680090863596309,1.2462814326087635
block_5,cv_spectral_flux,0.3188091491095044,1.2622415622075398
block_5,cv_HNR,0.09088324298235503,1.3334329227606456
block_5,cv_F2,0.23976757275787267,1.3216712474822998
block_5,cv_F3_bandwidth,0.38886399838057434,1.1487435499827068
block_5,loudness,0.31741267374970694,1.1595456798871357
block_5,logHNR,0.1728959383696995,0.5942636181910833
block_6,mean_F2_bandwidth,0.32685563984242355,1.5632460514704387
block_6,mean_harmonic_difference_H1_A3,0.2864161648533561,1.0412050187587738
block_6,50th_percentile_pitch_semitone,0.11395549046045,0.7776944041252136
block_6,mean_harmonic_difference_H1_H2,0.2262560034340078,1.3817796111106873
block_6,mean_spectral_slope_500_1500_voiced,0.25495463000102475,0.7970192829767863
block_6,cv_mfcc3,0.44669140062548895,0.7562466338276863
block_6,cv_spectral_flux,0.31191450967030093,1.2220771114031475
block_6,cv_HNR,0.11743887480009686,1.7276595483223598
block_6,cv_F2,0.33646151660518214,1.3272949357827504
block_6,cv_F3_bandwidth,0.28345048935575917,1.145029366016388
block_6,loudness,0.30840404907410796,1.237481951713562
block_6,logHNR,0.13808071393180976,0.7018633534510931
block_7,mean_F2_bandwidth,0.29976615275848995,1.4726347227891285
block_7,mean_harmonic_difference_H1_A3,0.2689395546913147,1.0653373003005981
block_7,50th_percentile_pitch_semitone,0.13310013355856593,0.8057533204555511
block_7,mean_harmonic_difference_H1_H2,0.2115605114535852,1.4207173585891724
block_7,mean_spectral_slope_500_1500_voiced,0.19586310637268153,0.756330410639445
block_7,cv_mfcc3,0.38522687639025127,0.9285167356332144
block_7,cv_spectral_flux,0.2863967212086374,1.170468936363856
block_7,cv_HNR,0.06360971732911738,1.500641795496146
block_7,cv_F2,0.2363706258210269,1.361395259698232
block_7,cv_F3_bandwidth,0.30471005223014136,1.1572875678539276
block_7,loudness,0.2502828018570488,1.3817502061525981
block_7,logHNR,0.1536829833957282,0.6821078956127167
block_8,mean_F2_bandwidth,0.30206925896081055,1.4148639738559723
block_8,mean_harmonic_difference_H1_A3,0.2700837772678245,1.023572951555252
block_8,50th_percentile_pitch_semitone,0.12402460774914785,0.787872388958931
block_8,mean_harmonic_difference_H1_H2,0.31424222818829795,1.304706374804179
block_8,mean_spectral_slope_500_1500_voiced,0.21970401907509024,0.7144608894983927
block_8,cv_mfcc3,0.28856968151574786,0.9990277662873268
block_8,cv_spectral_flux,0.35168866863982245,1.10238320628802
block_8,cv_HNR,0.1564456375146454,1.6457179263234138
block_8,cv_F2,0.32084401612254704,1.3568262954552968
block_8,cv_F3_bandwidth,0.30233564566482196,1.1104061702887218
block_8,loudness,0.24869912693446333,1.2109747231006622
block_8,logHNR,0.18686330758712508,0.7102213005224863
